real_name,slvl,rech_mmyr_v1,rech_mmyr_v2
92,0.20669043889712424,679.1113923284332,695.0697113148308
93,0.2645742190939647,450.8450725081099,577.6286905210587
94,0.20070331028219304,749.7438802749804,504.76309482825167
95,0.35237230891969584,564.2369627604122,379.34376901044124
96,0.24292673169293863,597.7915550200739,476.54047622910446
97,0.2033176355559379,623.5448198395518,714.186203485697
98,0.21269007381386057,566.7339497609782,624.8366172408846
99,0.36821668505135763,754.2433331335492,412.90215961578656
100,0.3553450524106148,540.8325915704186,578.5865833708075
101,0.2032326066828323,564.5182079299351,568.5564656795807
102,0.14475797165955856,559.7659637302377,548.8091602583988
104,0.10839479850347493,565.2454858625697,508.9114640765822
106,0.1525476603031416,564.2847501983656,474.8771673122284
107,0.11503028823228384,662.2002687033307,680.9962116496126
108,0.350746791200542,239.01436513148482,458.48639164347503
109,0.08514331346759178,518.5808313855208,556.1524445048503
110,0.377934217254148,729.6850707450076,813.6748723389948
111,0.3436038031557287,486.490059147656,672.9635948260822
112,0.1130844554141598,529.2573179268245,404.30009119003967
113,0.2832559223161629,499.9453700876348,576.4500230423023
114,0.16708008418015283,645.2770913894594,230.06150881383837
115,0.30605094881995887,315.46553303008227,628.6268734883423
116,0.3886115237365156,488.12947490987034,606.0673744318331
118,0.4381061251066214,955.0697280638444,479.83134815409437
119,0.2486485566929627,447.8913599014277,489.1541887651639
120,0.2034319900998559,640.3412927909279,551.0278457654146
122,0.19002932202220943,634.8128846067661,611.2426786320569
123,0.15006845693266999,515.5982035748088,492.191943359805
124,0.2519424999425138,552.3856940043266,848.4872028087705
125,0.1637124319537826,753.2011129825929,590.4072843965596
127,0.4557967697439683,773.7190927160773,458.61567672294336
128,0.29439077978882344,478.92100365877775,768.8411174205565
129,0.21924860147708256,537.4679274984885,550.4672548657608
130,0.12133128104641512,477.21279604791863,584.6720072552065
131,0.16130370989635368,592.5253503276983,583.6438777311698
132,0.055829871385679214,703.9288609940672,563.0364562366052
133,0.2351412636194637,199.31316464578532,652.9135596733342
134,0.25300220468811296,451.3410608263621,703.8516231893373
135,0.3518244711227525,244.01507605087022,707.8063334637852
136,0.045393250323053136,611.7889270892158,370.60516757884454
137,0.09382436000398786,879.7538658859955,658.82423553227
139,0.24983870874973751,562.4270072016433,389.99726376948763
140,0.31590113456840396,505.9293049880252,614.0543854084012
141,0.3004408550724648,544.3516003843971,596.4092104632938
142,0.21798003433194044,515.4776429359724,447.2004305244962
143,0.10781268711699542,691.0778345083899,776.6900147283761
145,0.12589580411571197,592.952797440439,592.8470560396738
146,0.21248802330166663,763.6681109449308,524.7588199073679
147,0.37722399168114207,559.8382079332836,487.8710877737696
148,0.03068142962532122,360.4076647534242,393.68335837176903
149,0.1891609581368078,567.0164698264687,723.6956085412614
150,0.373242102083047,581.4872989965633,581.9315854130876
151,0.2087563789512919,899.592200581496,816.0245484239877
152,0.34479550929246305,691.2197540226321,441.51562442790464
153,0.32986615672529696,475.9975994277603,526.7069589091924
154,0.11015394915790883,733.7227540666056,491.9515291638694
155,0.10803849707084846,395.96508719953283,637.2055701868817
156,0.36788843872706456,501.87925864705954,685.4318003130354
157,0.29553908221584146,577.1768061748279,350.5465443686444
158,0.2140184494150069,403.31617220201275,827.1965526580811
159,0.17992634845591998,479.295352496671,678.6169004255671
162,0.22225208245918915,747.9873288194851,555.3675588177526
164,0.039559423933933274,862.5660727454884,403.9750603661749
165,0.13192724067787828,845.2304219973714,598.978646542152
166,0.10359935914271519,841.0916468796509,540.0614008092532
167,0.341210320346924,377.1673350913163,451.1210948864266
168,0.17666839100684706,425.05675305245,654.663730381658
169,0.15194913473955504,386.17277012742306,643.9672123980835
170,0.33678345645212093,598.541640082656,488.4467095258405
171,0.23454615296417364,390.04669523199897,585.3192262548616
172,0.40327099027408486,507.18715153226725,581.548963857018
173,0.41754506548401055,609.1227942865858,727.9864283173594
174,0.05541785122504467,535.4039462344751,501.45282872789437
175,0.22547405931327577,479.830085798177,644.161626010901
176,0.19719139289574533,541.5554510140311,437.6818467973004
177,0.2859075969789001,377.35227669526273,629.4455322044367
178,0.12547724127958831,353.87352161533664,569.6351447620413
179,0.2070427464333589,669.6624170124991,580.1968168529121
180,0.23118046754649685,639.2384962827834,607.5384767397118
181,0.20763019490532242,631.6993384155247,451.8518596662036
184,0.20265162887372756,455.7175688554223,743.1280670908777
185,0.1248997694265184,612.0938408625841,546.5145604053121
186,0.28634952383278667,428.8177511191526,192.5677210410284
187,0.0473203498257985,418.9313228588006,454.8376656858864
188,0.07003098755655271,580.0410327444523,632.5163556920235
189,0.31110953244313394,757.2042988726923,573.8431898477271
190,0.20189506494671508,485.16735269466926,611.3295982212412
192,0.19122412451738857,723.4250786639836,778.0181873827528
193,0.09004202842258778,476.39813702874056,410.44866246365814
194,0.24821575141598332,766.0772319279664,617.2083194773596
195,0.23172414435852462,468.5306509618215,510.33244821284154
196,0.10761675199958924,434.67445743330507,480.8561844580228
197,0.15139524913189822,578.7279607663735,441.89824792675734
198,0.31718480330030285,742.6356856804331,584.7200279344294
base,0.20400000000000001,567.5672450582708,569.9505051738777
