child,parent_1,parent_2,parent_3
GEN=109_MEMBER=3257_DE,GEN=28_MEMBER=810_DE,GEN=42_MEMBER=1238_DE,GEN=106_MEMBER=3163_DE,GEN=90_MEMBER=2683_DE
GEN=109_MEMBER=3258_DE,GEN=94_MEMBER=2804_DE,GEN=93_MEMBER=2769_DE,GEN=43_MEMBER=1276_DE,GEN=57_MEMBER=1698_DE
GEN=109_MEMBER=3259_DE,GEN=28_MEMBER=810_DE,GEN=43_MEMBER=1276_DE,GEN=80_MEMBER=2398_DE,GEN=52_MEMBER=1543_DE
GEN=109_MEMBER=3260_DE,GEN=90_MEMBER=2671_DE,GEN=42_MEMBER=1238_DE,GEN=52_MEMBER=1543_DE,GEN=106_MEMBER=3163_DE
GEN=109_MEMBER=3261_DE,GEN=28_MEMBER=810_DE,GEN=90_MEMBER=2671_DE,GEN=46_MEMBER=1377_DE,GEN=52_MEMBER=1543_DE
GEN=109_MEMBER=3262_DE,GEN=90_MEMBER=2671_DE,GEN=46_MEMBER=1377_DE,GEN=106_MEMBER=3163_DE,GEN=2_MEMBER=38_DE
GEN=109_MEMBER=3263_DE,GEN=46_MEMBER=1377_DE,GEN=72_MEMBER=2153_DE,GEN=80_MEMBER=2398_DE,GEN=2_MEMBER=38_DE
GEN=109_MEMBER=3264_DE,GEN=94_MEMBER=2804_DE,GEN=43_MEMBER=1276_DE,GEN=81_MEMBER=2424_DE,GEN=90_MEMBER=2683_DE
GEN=109_MEMBER=3265_DE,GEN=43_MEMBER=1276_DE,GEN=80_MEMBER=2398_DE,GEN=57_MEMBER=1691_DE,GEN=55_MEMBER=1639_DE
GEN=109_MEMBER=3266_DE,GEN=28_MEMBER=810_DE,GEN=90_MEMBER=2671_DE,GEN=93_MEMBER=2769_DE,GEN=72_MEMBER=2153_DE
GEN=109_MEMBER=3267_DE,GEN=46_MEMBER=1377_DE,GEN=80_MEMBER=2398_DE,GEN=52_MEMBER=1543_DE,GEN=57_MEMBER=1691_DE
GEN=109_MEMBER=3268_DE,GEN=93_MEMBER=2769_DE,GEN=80_MEMBER=2398_DE,GEN=80_MEMBER=2388_DE,GEN=90_MEMBER=2683_DE
GEN=109_MEMBER=3269_DE,GEN=68_MEMBER=2010_DE,GEN=80_MEMBER=2398_DE,GEN=48_MEMBER=1424_DE,GEN=57_MEMBER=1691_DE
GEN=110_MEMBER=3270_DE,GEN=93_MEMBER=2769_DE,GEN=43_MEMBER=1276_DE,GEN=42_MEMBER=1238_DE,GEN=48_MEMBER=1424_DE
GEN=110_MEMBER=3271_DE,GEN=93_MEMBER=2769_DE,GEN=50_MEMBER=1491_DE,GEN=106_MEMBER=3163_DE,GEN=71_MEMBER=2125_DE
GEN=110_MEMBER=3272_DE,GEN=28_MEMBER=810_DE,GEN=72_MEMBER=2153_DE,GEN=52_MEMBER=1543_DE,GEN=2_MEMBER=38_DE
GEN=110_MEMBER=3273_DE,GEN=68_MEMBER=2010_DE,GEN=49_MEMBER=1459_DE,GEN=57_MEMBER=1698_DE,GEN=86_MEMBER=2570_DE
GEN=110_MEMBER=3274_DE,GEN=46_MEMBER=1377_DE,GEN=106_MEMBER=3163_DE,GEN=86_MEMBER=2570_DE,GEN=71_MEMBER=2125_DE
GEN=110_MEMBER=3275_DE,GEN=50_MEMBER=1491_DE,GEN=49_MEMBER=1459_DE,GEN=2_MEMBER=38_DE,GEN=23_MEMBER=670_DE
GEN=110_MEMBER=3276_DE,GEN=42_MEMBER=1238_DE,GEN=81_MEMBER=2424_DE,GEN=80_MEMBER=2398_DE,GEN=2_MEMBER=38_DE
GEN=110_MEMBER=3277_DE,GEN=28_MEMBER=810_DE,GEN=43_MEMBER=1276_DE,GEN=42_MEMBER=1238_DE,GEN=49_MEMBER=1459_DE
GEN=110_MEMBER=3278_DE,GEN=93_MEMBER=2769_DE,GEN=81_MEMBER=2424_DE,GEN=80_MEMBER=2388_DE,GEN=57_MEMBER=1698_DE
GEN=110_MEMBER=3279_DE,GEN=68_MEMBER=2010_DE,GEN=46_MEMBER=1377_DE,GEN=52_MEMBER=1543_DE,GEN=2_MEMBER=38_DE
GEN=110_MEMBER=3280_DE,GEN=94_MEMBER=2804_DE,GEN=106_MEMBER=3163_DE,GEN=2_MEMBER=38_DE,GEN=86_MEMBER=2570_DE
GEN=110_MEMBER=3281_DE,GEN=68_MEMBER=2010_DE,GEN=46_MEMBER=1377_DE,GEN=57_MEMBER=1691_DE,GEN=49_MEMBER=1459_DE
GEN=110_MEMBER=3282_DE,GEN=28_MEMBER=810_DE,GEN=68_MEMBER=2010_DE,GEN=90_MEMBER=2683_DE,GEN=87_MEMBER=2607_DE
GEN=110_MEMBER=3283_DE,GEN=68_MEMBER=2010_DE,GEN=72_MEMBER=2153_DE,GEN=48_MEMBER=1424_DE,GEN=49_MEMBER=1459_DE
GEN=110_MEMBER=3284_DE,GEN=28_MEMBER=810_DE,GEN=90_MEMBER=2671_DE,GEN=43_MEMBER=1276_DE,GEN=57_MEMBER=1691_DE
GEN=110_MEMBER=3285_DE,GEN=28_MEMBER=810_DE,GEN=94_MEMBER=2804_DE,GEN=93_MEMBER=2769_DE,GEN=38_MEMBER=1125_DE
GEN=110_MEMBER=3286_DE,GEN=72_MEMBER=2153_DE,GEN=52_MEMBER=1543_DE,GEN=50_MEMBER=1491_DE,GEN=71_MEMBER=2125_DE
GEN=110_MEMBER=3287_DE,GEN=28_MEMBER=810_DE,GEN=68_MEMBER=2010_DE,GEN=43_MEMBER=1276_DE,GEN=42_MEMBER=1238_DE
GEN=110_MEMBER=3288_DE,GEN=46_MEMBER=1377_DE,GEN=94_MEMBER=2804_DE,GEN=43_MEMBER=1276_DE,GEN=52_MEMBER=1543_DE
GEN=110_MEMBER=3289_DE,GEN=72_MEMBER=2153_DE,GEN=42_MEMBER=1238_DE,GEN=57_MEMBER=1691_DE,GEN=80_MEMBER=2388_DE
GEN=110_MEMBER=3290_DE,GEN=28_MEMBER=810_DE,GEN=68_MEMBER=2010_DE,GEN=93_MEMBER=2769_DE,GEN=57_MEMBER=1691_DE
GEN=110_MEMBER=3291_DE,GEN=90_MEMBER=2671_DE,GEN=46_MEMBER=1377_DE,GEN=42_MEMBER=1238_DE,GEN=55_MEMBER=1639_DE
GEN=110_MEMBER=3292_DE,GEN=28_MEMBER=810_DE,GEN=72_MEMBER=2153_DE,GEN=48_MEMBER=1424_DE,GEN=106_MEMBER=3163_DE
GEN=110_MEMBER=3293_DE,GEN=90_MEMBER=2671_DE,GEN=68_MEMBER=2010_DE,GEN=72_MEMBER=2153_DE,GEN=52_MEMBER=1543_DE
GEN=110_MEMBER=3294_DE,GEN=93_MEMBER=2769_DE,GEN=43_MEMBER=1276_DE,GEN=80_MEMBER=2398_DE,GEN=52_MEMBER=1543_DE
GEN=110_MEMBER=3295_DE,GEN=68_MEMBER=2010_DE,GEN=93_MEMBER=2769_DE,GEN=50_MEMBER=1491_DE,GEN=57_MEMBER=1698_DE
GEN=110_MEMBER=3296_DE,GEN=46_MEMBER=1377_DE,GEN=94_MEMBER=2804_DE,GEN=42_MEMBER=1238_DE,GEN=57_MEMBER=1698_DE
GEN=110_MEMBER=3297_DE,GEN=28_MEMBER=810_DE,GEN=46_MEMBER=1377_DE,GEN=72_MEMBER=2153_DE,GEN=86_MEMBER=2570_DE
GEN=110_MEMBER=3298_DE,GEN=94_MEMBER=2804_DE,GEN=106_MEMBER=3163_DE,GEN=57_MEMBER=1691_DE,GEN=2_MEMBER=38_DE
GEN=110_MEMBER=3299_DE,GEN=28_MEMBER=810_DE,GEN=94_MEMBER=2804_DE,GEN=81_MEMBER=2424_DE,GEN=48_MEMBER=1424_DE
GEN=111_MEMBER=3300_DE,GEN=28_MEMBER=810_DE,GEN=93_MEMBER=2769_DE,GEN=72_MEMBER=2153_DE,GEN=52_MEMBER=1543_DE
GEN=111_MEMBER=3301_DE,GEN=90_MEMBER=2671_DE,GEN=72_MEMBER=2153_DE,GEN=110_MEMBER=3280_DE,GEN=50_MEMBER=1491_DE
GEN=111_MEMBER=3302_DE,GEN=28_MEMBER=810_DE,GEN=93_MEMBER=2769_DE,GEN=110_MEMBER=3280_DE,GEN=102_MEMBER=3042_DE
GEN=111_MEMBER=3303_DE,GEN=28_MEMBER=810_DE,GEN=68_MEMBER=2010_DE,GEN=81_MEMBER=2424_DE,GEN=48_MEMBER=1424_DE
GEN=111_MEMBER=3304_DE,GEN=90_MEMBER=2671_DE,GEN=93_MEMBER=2769_DE,GEN=50_MEMBER=1491_DE,GEN=57_MEMBER=1691_DE
GEN=111_MEMBER=3305_DE,GEN=93_MEMBER=2769_DE,GEN=72_MEMBER=2153_DE,GEN=94_MEMBER=2804_DE,GEN=50_MEMBER=1491_DE
GEN=111_MEMBER=3306_DE,GEN=90_MEMBER=2671_DE,GEN=94_MEMBER=2804_DE,GEN=81_MEMBER=2424_DE,GEN=23_MEMBER=670_DE
GEN=111_MEMBER=3307_DE,GEN=28_MEMBER=810_DE,GEN=93_MEMBER=2769_DE,GEN=106_MEMBER=3163_DE,GEN=71_MEMBER=2125_DE
GEN=111_MEMBER=3308_DE,GEN=46_MEMBER=1377_DE,GEN=80_MEMBER=2388_DE,GEN=57_MEMBER=1698_DE,GEN=86_MEMBER=2570_DE
GEN=111_MEMBER=3309_DE,GEN=93_MEMBER=2769_DE,GEN=72_MEMBER=2153_DE,GEN=94_MEMBER=2804_DE,GEN=86_MEMBER=2570_DE
GEN=111_MEMBER=3310_DE,GEN=46_MEMBER=1377_DE,GEN=93_MEMBER=2769_DE,GEN=72_MEMBER=2153_DE,GEN=81_MEMBER=2424_DE
GEN=111_MEMBER=3311_DE,GEN=68_MEMBER=2010_DE,GEN=81_MEMBER=2424_DE,GEN=52_MEMBER=1543_DE,GEN=49_MEMBER=1459_DE
GEN=111_MEMBER=3312_DE,GEN=28_MEMBER=810_DE,GEN=90_MEMBER=2671_DE,GEN=72_MEMBER=2153_DE,GEN=50_MEMBER=1491_DE
GEN=111_MEMBER=3313_DE,GEN=93_MEMBER=2769_DE,GEN=43_MEMBER=1276_DE,GEN=52_MEMBER=1543_DE,GEN=90_MEMBER=2683_DE
GEN=111_MEMBER=3314_DE,GEN=72_MEMBER=2153_DE,GEN=94_MEMBER=2804_DE,GEN=42_MEMBER=1238_DE,GEN=52_MEMBER=1543_DE
GEN=111_MEMBER=3315_DE,GEN=90_MEMBER=2671_DE,GEN=93_MEMBER=2769_DE,GEN=94_MEMBER=2804_DE,GEN=110_MEMBER=3280_DE
GEN=111_MEMBER=3316_DE,GEN=46_MEMBER=1377_DE,GEN=93_MEMBER=2769_DE,GEN=42_MEMBER=1238_DE,GEN=90_MEMBER=2683_DE
GEN=111_MEMBER=3317_DE,GEN=46_MEMBER=1377_DE,GEN=94_MEMBER=2804_DE,GEN=57_MEMBER=1691_DE,GEN=49_MEMBER=1459_DE
GEN=111_MEMBER=3318_DE,GEN=68_MEMBER=2010_DE,GEN=72_MEMBER=2153_DE,GEN=94_MEMBER=2804_DE,GEN=87_MEMBER=2607_DE
GEN=111_MEMBER=3319_DE,GEN=28_MEMBER=810_DE,GEN=68_MEMBER=2010_DE,GEN=52_MEMBER=1543_DE,GEN=50_MEMBER=1491_DE
GEN=111_MEMBER=3320_DE,GEN=94_MEMBER=2804_DE,GEN=106_MEMBER=3163_DE,GEN=57_MEMBER=1691_DE,GEN=57_MEMBER=1698_DE
GEN=111_MEMBER=3321_DE,GEN=68_MEMBER=2010_DE,GEN=94_MEMBER=2804_DE,GEN=110_MEMBER=3280_DE,GEN=106_MEMBER=3163_DE
GEN=111_MEMBER=3322_DE,GEN=90_MEMBER=2671_DE,GEN=94_MEMBER=2804_DE,GEN=52_MEMBER=1543_DE,GEN=106_MEMBER=3163_DE
GEN=111_MEMBER=3323_DE,GEN=68_MEMBER=2010_DE,GEN=52_MEMBER=1543_DE,GEN=48_MEMBER=1424_DE,GEN=80_MEMBER=2388_DE
GEN=111_MEMBER=3324_DE,GEN=68_MEMBER=2010_DE,GEN=110_MEMBER=3280_DE,GEN=50_MEMBER=1491_DE,GEN=80_MEMBER=2388_DE
GEN=111_MEMBER=3325_DE,GEN=90_MEMBER=2671_DE,GEN=72_MEMBER=2153_DE,GEN=94_MEMBER=2804_DE,GEN=81_MEMBER=2424_DE
GEN=111_MEMBER=3326_DE,GEN=68_MEMBER=2010_DE,GEN=42_MEMBER=1238_DE,GEN=52_MEMBER=1543_DE,GEN=106_MEMBER=3163_DE
GEN=111_MEMBER=3327_DE,GEN=46_MEMBER=1377_DE,GEN=72_MEMBER=2153_DE,GEN=94_MEMBER=2804_DE,GEN=81_MEMBER=2424_DE
GEN=111_MEMBER=3328_DE,GEN=90_MEMBER=2671_DE,GEN=43_MEMBER=1276_DE,GEN=42_MEMBER=1238_DE,GEN=81_MEMBER=2424_DE
GEN=111_MEMBER=3329_DE,GEN=28_MEMBER=810_DE,GEN=94_MEMBER=2804_DE,GEN=42_MEMBER=1238_DE,GEN=52_MEMBER=1543_DE
GEN=112_MEMBER=3330_DE,GEN=90_MEMBER=2671_DE,GEN=72_MEMBER=2153_DE,GEN=48_MEMBER=1424_DE,GEN=57_MEMBER=1698_DE
GEN=112_MEMBER=3331_DE,GEN=28_MEMBER=810_DE,GEN=72_MEMBER=2153_DE,GEN=93_MEMBER=2769_DE,GEN=52_MEMBER=1543_DE
GEN=112_MEMBER=3332_DE,GEN=90_MEMBER=2671_DE,GEN=72_MEMBER=2153_DE,GEN=81_MEMBER=2424_DE,GEN=57_MEMBER=1691_DE
GEN=112_MEMBER=3333_DE,GEN=46_MEMBER=1377_DE,GEN=43_MEMBER=1276_DE,GEN=57_MEMBER=1691_DE,GEN=2_MEMBER=38_DE
GEN=112_MEMBER=3334_DE,GEN=43_MEMBER=1276_DE,GEN=94_MEMBER=2804_DE,GEN=48_MEMBER=1424_DE,GEN=80_MEMBER=2388_DE
GEN=112_MEMBER=3335_DE,GEN=90_MEMBER=2671_DE,GEN=42_MEMBER=1238_DE,GEN=86_MEMBER=2570_DE,GEN=71_MEMBER=2125_DE
GEN=112_MEMBER=3336_DE,GEN=94_MEMBER=2804_DE,GEN=42_MEMBER=1238_DE,GEN=52_MEMBER=1543_DE,GEN=111_MEMBER=3313_DE
GEN=112_MEMBER=3337_DE,GEN=90_MEMBER=2671_DE,GEN=46_MEMBER=1377_DE,GEN=72_MEMBER=2153_DE,GEN=110_MEMBER=3280_DE
GEN=112_MEMBER=3338_DE,GEN=46_MEMBER=1377_DE,GEN=93_MEMBER=2769_DE,GEN=81_MEMBER=2424_DE,GEN=52_MEMBER=1543_DE
GEN=112_MEMBER=3339_DE,GEN=72_MEMBER=2153_DE,GEN=42_MEMBER=1238_DE,GEN=48_MEMBER=1424_DE,GEN=57_MEMBER=1691_DE
GEN=112_MEMBER=3340_DE,GEN=94_MEMBER=2804_DE,GEN=42_MEMBER=1238_DE,GEN=52_MEMBER=1543_DE,GEN=48_MEMBER=1424_DE
GEN=112_MEMBER=3341_DE,GEN=52_MEMBER=1543_DE,GEN=110_MEMBER=3280_DE,GEN=106_MEMBER=3163_DE,GEN=71_MEMBER=2125_DE
GEN=112_MEMBER=3342_DE,GEN=46_MEMBER=1377_DE,GEN=43_MEMBER=1276_DE,GEN=48_MEMBER=1424_DE,GEN=71_MEMBER=2125_DE
GEN=112_MEMBER=3343_DE,GEN=68_MEMBER=2010_DE,GEN=46_MEMBER=1377_DE,GEN=43_MEMBER=1276_DE,GEN=86_MEMBER=2570_DE
GEN=112_MEMBER=3344_DE,GEN=46_MEMBER=1377_DE,GEN=81_MEMBER=2424_DE,GEN=110_MEMBER=3280_DE,GEN=57_MEMBER=1698_DE
GEN=112_MEMBER=3345_DE,GEN=90_MEMBER=2671_DE,GEN=93_MEMBER=2769_DE,GEN=81_MEMBER=2424_DE,GEN=111_MEMBER=3313_DE
GEN=112_MEMBER=3346_DE,GEN=28_MEMBER=810_DE,GEN=46_MEMBER=1377_DE,GEN=90_MEMBER=2683_DE,GEN=86_MEMBER=2570_DE
GEN=112_MEMBER=3347_DE,GEN=28_MEMBER=810_DE,GEN=46_MEMBER=1377_DE,GEN=106_MEMBER=3163_DE,GEN=38_MEMBER=1125_DE
GEN=112_MEMBER=3348_DE,GEN=68_MEMBER=2010_DE,GEN=93_MEMBER=2769_DE,GEN=81_MEMBER=2424_DE,GEN=110_MEMBER=3280_DE
GEN=112_MEMBER=3349_DE,GEN=46_MEMBER=1377_DE,GEN=110_MEMBER=3280_DE,GEN=106_MEMBER=3163_DE,GEN=55_MEMBER=1639_DE
GEN=112_MEMBER=3350_DE,GEN=46_MEMBER=1377_DE,GEN=93_MEMBER=2769_DE,GEN=81_MEMBER=2424_DE,GEN=49_MEMBER=1459_DE
GEN=112_MEMBER=3351_DE,GEN=28_MEMBER=810_DE,GEN=72_MEMBER=2153_DE,GEN=42_MEMBER=1238_DE,GEN=2_MEMBER=38_DE
GEN=112_MEMBER=3352_DE,GEN=90_MEMBER=2671_DE,GEN=43_MEMBER=1276_DE,GEN=57_MEMBER=1698_DE,GEN=23_MEMBER=670_DE
GEN=112_MEMBER=3353_DE,GEN=93_MEMBER=2769_DE,GEN=110_MEMBER=3280_DE,GEN=49_MEMBER=1459_DE,GEN=57_MEMBER=1698_DE
GEN=112_MEMBER=3354_DE,GEN=68_MEMBER=2010_DE,GEN=72_MEMBER=2153_DE,GEN=43_MEMBER=1276_DE,GEN=110_MEMBER=3280_DE
GEN=112_MEMBER=3355_DE,GEN=81_MEMBER=2424_DE,GEN=111_MEMBER=3313_DE,GEN=106_MEMBER=3163_DE,GEN=57_MEMBER=1698_DE
GEN=112_MEMBER=3356_DE,GEN=28_MEMBER=810_DE,GEN=93_MEMBER=2769_DE,GEN=94_MEMBER=2804_DE,GEN=86_MEMBER=2570_DE
GEN=112_MEMBER=3357_DE,GEN=90_MEMBER=2671_DE,GEN=72_MEMBER=2153_DE,GEN=52_MEMBER=1543_DE,GEN=106_MEMBER=3163_DE
GEN=112_MEMBER=3358_DE,GEN=52_MEMBER=1543_DE,GEN=86_MEMBER=2570_DE,GEN=71_MEMBER=2125_DE,GEN=102_MEMBER=3042_DE
GEN=112_MEMBER=3359_DE,GEN=93_MEMBER=2769_DE,GEN=94_MEMBER=2804_DE,GEN=48_MEMBER=1424_DE,GEN=87_MEMBER=2607_DE
GEN=113_MEMBER=3360_DE,GEN=46_MEMBER=1377_DE,GEN=42_MEMBER=1238_DE,GEN=111_MEMBER=3313_DE,GEN=57_MEMBER=1698_DE
GEN=113_MEMBER=3361_DE,GEN=90_MEMBER=2671_DE,GEN=46_MEMBER=1377_DE,GEN=110_MEMBER=3280_DE,GEN=2_MEMBER=38_DE
GEN=113_MEMBER=3362_DE,GEN=46_MEMBER=1377_DE,GEN=43_MEMBER=1276_DE,GEN=57_MEMBER=1691_DE,GEN=38_MEMBER=1125_DE
GEN=113_MEMBER=3363_DE,GEN=28_MEMBER=810_DE,GEN=46_MEMBER=1377_DE,GEN=110_MEMBER=3280_DE,GEN=111_MEMBER=3313_DE
GEN=113_MEMBER=3364_DE,GEN=28_MEMBER=810_DE,GEN=46_MEMBER=1377_DE,GEN=94_MEMBER=2804_DE,GEN=52_MEMBER=1543_DE
GEN=113_MEMBER=3365_DE,GEN=90_MEMBER=2671_DE,GEN=72_MEMBER=2153_DE,GEN=81_MEMBER=2424_DE,GEN=57_MEMBER=1698_DE
GEN=113_MEMBER=3366_DE,GEN=72_MEMBER=2153_DE,GEN=94_MEMBER=2804_DE,GEN=48_MEMBER=1424_DE,GEN=106_MEMBER=3163_DE
GEN=113_MEMBER=3367_DE,GEN=46_MEMBER=1377_DE,GEN=93_MEMBER=2769_DE,GEN=106_MEMBER=3163_DE,GEN=57_MEMBER=1691_DE
GEN=113_MEMBER=3368_DE,GEN=81_MEMBER=2424_DE,GEN=48_MEMBER=1424_DE,GEN=57_MEMBER=1698_DE,GEN=90_MEMBER=2683_DE
GEN=113_MEMBER=3369_DE,GEN=28_MEMBER=810_DE,GEN=81_MEMBER=2424_DE,GEN=52_MEMBER=1543_DE,GEN=57_MEMBER=1691_DE
GEN=113_MEMBER=3370_DE,GEN=90_MEMBER=2671_DE,GEN=46_MEMBER=1377_DE,GEN=52_MEMBER=1543_DE,GEN=57_MEMBER=1698_DE
GEN=113_MEMBER=3371_DE,GEN=90_MEMBER=2671_DE,GEN=93_MEMBER=2769_DE,GEN=42_MEMBER=1238_DE,GEN=110_MEMBER=3280_DE
GEN=113_MEMBER=3372_DE,GEN=90_MEMBER=2671_DE,GEN=93_MEMBER=2769_DE,GEN=42_MEMBER=1238_DE,GEN=23_MEMBER=670_DE
GEN=113_MEMBER=3373_DE,GEN=72_MEMBER=2153_DE,GEN=93_MEMBER=2769_DE,GEN=110_MEMBER=3280_DE,GEN=80_MEMBER=2388_DE
GEN=113_MEMBER=3374_DE,GEN=93_MEMBER=2769_DE,GEN=43_MEMBER=1276_DE,GEN=106_MEMBER=3163_DE,GEN=57_MEMBER=1691_DE
GEN=113_MEMBER=3375_DE,GEN=93_MEMBER=2769_DE,GEN=43_MEMBER=1276_DE,GEN=42_MEMBER=1238_DE,GEN=81_MEMBER=2424_DE
GEN=113_MEMBER=3376_DE,GEN=28_MEMBER=810_DE,GEN=93_MEMBER=2769_DE,GEN=42_MEMBER=1238_DE,GEN=57_MEMBER=1691_DE
GEN=113_MEMBER=3377_DE,GEN=28_MEMBER=810_DE,GEN=72_MEMBER=2153_DE,GEN=2_MEMBER=38_DE,GEN=86_MEMBER=2570_DE
GEN=113_MEMBER=3378_DE,GEN=90_MEMBER=2671_DE,GEN=46_MEMBER=1377_DE,GEN=72_MEMBER=2153_DE,GEN=57_MEMBER=1691_DE
GEN=113_MEMBER=3379_DE,GEN=90_MEMBER=2671_DE,GEN=72_MEMBER=2153_DE,GEN=94_MEMBER=2804_DE,GEN=106_MEMBER=3163_DE
GEN=113_MEMBER=3380_DE,GEN=94_MEMBER=2804_DE,GEN=110_MEMBER=3280_DE,GEN=90_MEMBER=2683_DE,GEN=87_MEMBER=2607_DE
GEN=113_MEMBER=3381_DE,GEN=72_MEMBER=2153_DE,GEN=110_MEMBER=3280_DE,GEN=57_MEMBER=1698_DE,GEN=2_MEMBER=38_DE
GEN=113_MEMBER=3382_DE,GEN=72_MEMBER=2153_DE,GEN=93_MEMBER=2769_DE,GEN=48_MEMBER=1424_DE,GEN=57_MEMBER=1691_DE
GEN=113_MEMBER=3383_DE,GEN=90_MEMBER=2671_DE,GEN=93_MEMBER=2769_DE,GEN=90_MEMBER=2683_DE,GEN=23_MEMBER=670_DE
GEN=113_MEMBER=3384_DE,GEN=90_MEMBER=2671_DE,GEN=46_MEMBER=1377_DE,GEN=43_MEMBER=1276_DE,GEN=111_MEMBER=3313_DE
GEN=113_MEMBER=3385_DE,GEN=90_MEMBER=2671_DE,GEN=46_MEMBER=1377_DE,GEN=52_MEMBER=1543_DE,GEN=111_MEMBER=3313_DE
GEN=113_MEMBER=3386_DE,GEN=72_MEMBER=2153_DE,GEN=93_MEMBER=2769_DE,GEN=110_MEMBER=3280_DE,GEN=80_MEMBER=2388_DE
GEN=113_MEMBER=3387_DE,GEN=42_MEMBER=1238_DE,GEN=110_MEMBER=3280_DE,GEN=48_MEMBER=1424_DE,GEN=49_MEMBER=1459_DE
GEN=113_MEMBER=3388_DE,GEN=46_MEMBER=1377_DE,GEN=93_MEMBER=2769_DE,GEN=106_MEMBER=3163_DE,GEN=71_MEMBER=2125_DE
GEN=113_MEMBER=3389_DE,GEN=90_MEMBER=2671_DE,GEN=94_MEMBER=2804_DE,GEN=110_MEMBER=3280_DE,GEN=55_MEMBER=1639_DE
GEN=114_MEMBER=3390_DE,GEN=94_MEMBER=2804_DE,GEN=42_MEMBER=1238_DE,GEN=71_MEMBER=2125_DE,GEN=80_MEMBER=2388_DE
GEN=114_MEMBER=3391_DE,GEN=72_MEMBER=2153_DE,GEN=43_MEMBER=1276_DE,GEN=48_MEMBER=1424_DE,GEN=86_MEMBER=2570_DE
GEN=114_MEMBER=3392_DE,GEN=68_MEMBER=2010_DE,GEN=46_MEMBER=1377_DE,GEN=81_MEMBER=2424_DE,GEN=71_MEMBER=2125_DE
GEN=114_MEMBER=3393_DE,GEN=68_MEMBER=2010_DE,GEN=94_MEMBER=2804_DE,GEN=52_MEMBER=1543_DE,GEN=87_MEMBER=2607_DE
GEN=114_MEMBER=3394_DE,GEN=90_MEMBER=2671_DE,GEN=93_MEMBER=2769_DE,GEN=42_MEMBER=1238_DE,GEN=49_MEMBER=1459_DE
GEN=114_MEMBER=3395_DE,GEN=72_MEMBER=2153_DE,GEN=43_MEMBER=1276_DE,GEN=81_MEMBER=2424_DE,GEN=87_MEMBER=2607_DE
GEN=114_MEMBER=3396_DE,GEN=28_MEMBER=810_DE,GEN=43_MEMBER=1276_DE,GEN=110_MEMBER=3280_DE,GEN=49_MEMBER=1459_DE
GEN=114_MEMBER=3397_DE,GEN=93_MEMBER=2769_DE,GEN=42_MEMBER=1238_DE,GEN=48_MEMBER=1424_DE,GEN=90_MEMBER=2683_DE
GEN=114_MEMBER=3398_DE,GEN=43_MEMBER=1276_DE,GEN=106_MEMBER=3163_DE,GEN=2_MEMBER=38_DE,GEN=71_MEMBER=2125_DE
GEN=114_MEMBER=3399_DE,GEN=68_MEMBER=2010_DE,GEN=94_MEMBER=2804_DE,GEN=81_MEMBER=2424_DE,GEN=87_MEMBER=2607_DE
GEN=114_MEMBER=3400_DE,GEN=28_MEMBER=810_DE,GEN=72_MEMBER=2153_DE,GEN=110_MEMBER=3280_DE,GEN=106_MEMBER=3163_DE
GEN=114_MEMBER=3401_DE,GEN=68_MEMBER=2010_DE,GEN=42_MEMBER=1238_DE,GEN=81_MEMBER=2424_DE,GEN=111_MEMBER=3313_DE
GEN=114_MEMBER=3402_DE,GEN=28_MEMBER=810_DE,GEN=68_MEMBER=2010_DE,GEN=72_MEMBER=2153_DE,GEN=86_MEMBER=2570_DE
GEN=114_MEMBER=3403_DE,GEN=28_MEMBER=810_DE,GEN=49_MEMBER=1459_DE,GEN=71_MEMBER=2125_DE,GEN=80_MEMBER=2388_DE
GEN=114_MEMBER=3404_DE,GEN=46_MEMBER=1377_DE,GEN=93_MEMBER=2769_DE,GEN=110_MEMBER=3280_DE,GEN=2_MEMBER=38_DE
GEN=114_MEMBER=3405_DE,GEN=90_MEMBER=2671_DE,GEN=48_MEMBER=1424_DE,GEN=111_MEMBER=3313_DE,GEN=90_MEMBER=2683_DE
GEN=114_MEMBER=3406_DE,GEN=28_MEMBER=810_DE,GEN=72_MEMBER=2153_DE,GEN=42_MEMBER=1238_DE,GEN=2_MEMBER=38_DE
GEN=114_MEMBER=3407_DE,GEN=28_MEMBER=810_DE,GEN=72_MEMBER=2153_DE,GEN=81_MEMBER=2424_DE,GEN=57_MEMBER=1691_DE
GEN=114_MEMBER=3408_DE,GEN=68_MEMBER=2010_DE,GEN=106_MEMBER=3163_DE,GEN=49_MEMBER=1459_DE,GEN=86_MEMBER=2570_DE
GEN=114_MEMBER=3409_DE,GEN=28_MEMBER=810_DE,GEN=110_MEMBER=3280_DE,GEN=111_MEMBER=3313_DE,GEN=55_MEMBER=1639_DE
GEN=114_MEMBER=3410_DE,GEN=28_MEMBER=810_DE,GEN=43_MEMBER=1276_DE,GEN=94_MEMBER=2804_DE,GEN=111_MEMBER=3313_DE
GEN=114_MEMBER=3411_DE,GEN=90_MEMBER=2671_DE,GEN=81_MEMBER=2424_DE,GEN=48_MEMBER=1424_DE,GEN=106_MEMBER=3163_DE
GEN=114_MEMBER=3412_DE,GEN=94_MEMBER=2804_DE,GEN=52_MEMBER=1543_DE,GEN=2_MEMBER=38_DE,GEN=38_MEMBER=1125_DE
